Suburb,Population density 2015,year,population
BALWYN NORTH,2408.6,2011,20850
CAMBERWELL,3020.5,2011,20918
GLEN IRIS - EAST,3007.1,2011,16569
HAWTHORN,4232.6,2011,22013
HAWTHORN EAST,4129.4,2011,14417
KEW,2468.1,2011,24856
KEW EAST,1642.3,2011,6552
SURREY HILLS (WEST) - CANTERBURY,2935.7,2011,16633
BULLEEN,1754,2011,11376
DONCASTER,2312.1,2011,19343
DONCASTER EAST,2632.9,2011,28356
TEMPLESTOWE,1071,2011,17344
TEMPLESTOWE LOWER,2402.4,2011,13792
BLACKBURN,2518.5,2011,20635
BLACKBURN SOUTH,3115,2011,10975
BOX HILL,2832,2011,18240
BOX HILL NORTH,2914.1,2011,17036
BURWOOD,2407.3,2011,11327
BURWOOD EAST,2515.7,2011,10614
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2011,10145
BEAUMARIS,2322.9,2011,13375
BRIGHTON (VIC.),2901.5,2011,22526
BRIGHTON EAST,3008.5,2011,16087
CHELTENHAM - HIGHETT (WEST),2136.8,2011,10544
HAMPTON,3245.3,2011,17699
SANDRINGHAM - BLACK ROCK,2640.2,2011,15888
BENTLEIGH - MCKINNON,3735.9,2011,21951
BENTLEIGH EAST,3173.9,2011,26982
CARNEGIE,4856.7,2011,17047
CAULFIELD - NORTH,3445.4,2011,20703
CAULFIELD - SOUTH,3850.3,2011,17227
ELSTERNWICK,4127.9,2011,11292
HUGHESDALE,3908.6,2011,7384
MURRUMBEENA,3809.9,2011,8983
ORMOND - GLEN HUNTLY,4644.7,2011,12967
ASPENDALE GARDENS - WATERWAYS,1776.5,2011,9109
BRAESIDE,2.2,2011,20
CARRUM - PATTERSON LAKES,2007.7,2011,11664
CHELSEA - BONBEACH,2621,2011,13441
CHELSEA HEIGHTS,1703,2011,5329
CHELTENHAM - HIGHETT (EAST),2594.2,2011,21192
EDITHVALE - ASPENDALE,2567.6,2011,12488
MENTONE,2971.5,2011,12224
MOORABBIN - HEATHERTON,764,2011,8368
MORDIALLOC - PARKDALE,2532.4,2011,19448
MALVERN - GLEN IRIS,3458.1,2011,20279
MALVERN EAST,2890,2011,20989
BUNDOORA - EAST,2423.5,2011,9888
GREENSBOROUGH,2094.9,2011,20987
HEIDELBERG - ROSANNA,2371.3,2011,14215
HEIDELBERG WEST,2256.4,2011,13984
IVANHOE,2388.8,2011,11608
IVANHOE EAST - EAGLEMONT,1925.3,2011,8041
MONTMORENCY - BRIAR HILL,1365.3,2011,16165
VIEWBANK - YALLAMBIE,1844.3,2011,18775
WATSONIA,2480.7,2011,9320
KINGSBURY,1271.6,2011,10821
PRESTON,2946.1,2011,31400
RESERVOIR - EAST,3034.9,2011,25781
RESERVOIR - WEST,2430.2,2011,23969
ELTHAM,1201.3,2011,23651
HURSTBRIDGE,239.5,2011,3660
KINGLAKE,12.3,2011,3671
PANTON HILL - ST ANDREWS,17.9,2011,5227
PLENTY - YARRAMBAT,329.4,2011,9401
RESEARCH - NORTH WARRANDYTE,137,2011,6846
WATTLE GLEN - DIAMOND CREEK,521.7,2011,13931
BUNDOORA - NORTH,1454.9,2011,5642
BUNDOORA - WEST,2534.8,2011,6503
EPPING,459,2011,27888
LALOR,1921.7,2011,20782
MILL PARK - NORTH,2282.9,2011,19046
MILL PARK - SOUTH,2468,2011,12810
SOUTH MORANG,992.9,2011,39119
THOMASTOWN,1460.1,2011,21430
WALLAN,29.9,2011,12189
WHITTLESEA,28.2,2011,7580
AIRPORT WEST,2115.4,2011,7234
KEILOR,495.3,2011,8634
KEILOR EAST,2485.6,2011,25394
NIDDRIE - ESSENDON WEST,2518.7,2011,6472
STRATHMORE,2371,2011,9397
GISBORNE,59.6,2011,11380
MACEDON,45.4,2011,3308
RIDDELLS CREEK,48,2011,3882
ROMSEY,14.7,2011,8832
COBURG NORTH,1542.6,2011,6852
FAWKNER,2807.3,2011,13171
GLENROY - HADFIELD,2326.4,2011,29025
PASCOE VALE,3352.1,2011,21506
SUNBURY,102,2011,13072
SUNBURY - SOUTH,197.5,2011,24940
BROADMEADOWS,1505.7,2011,12243
CAMPBELLFIELD - COOLAROO,937.7,2011,16735
CRAIGIEBURN - MICKLEHAM,455.4,2011,35331
GLADSTONE PARK - WESTMEADOWS,1278.3,2011,17771
GREENVALE - BULLA,148.7,2011,12688
MEADOW HEIGHTS,3403.2,2011,15767
MELBOURNE AIRPORT,5.2,2011,158
ROXBURGH PARK - SOMERTON,1895.4,2011,20945
TULLAMARINE,1752.3,2011,6545
BAYSWATER,1517.1,2011,11635
BORONIA - THE BASIN,1562.1,2011,25879
FERNTREE GULLY,1784.9,2011,28948
KNOXFIELD - SCORESBY,924.4,2011,13471
LYSTERFIELD,372.6,2011,6807
ROWVILLE - CENTRAL,1862.4,2011,15839
ROWVILLE - NORTH,1943.9,2011,8350
ROWVILLE - SOUTH,1194.4,2011,11241
WANTIRNA,1696.9,2011,14320
WANTIRNA SOUTH,1392,2011,18176
DONVALE - PARK ORCHARDS,781.4,2011,16152
WARRANDYTE - WONGA PARK,226.6,2011,10502
BAYSWATER NORTH,1212.9,2011,11819
CROYDON,1851.7,2011,30526
CROYDON HILLS - WARRANWOOD,2011.7,2011,18613
RINGWOOD,1744.4,2011,16594
RINGWOOD EAST,2212.4,2011,19670
RINGWOOD NORTH,2071.7,2011,9658
FOREST HILL,2666,2011,10430
MITCHAM (VIC.),2505.8,2011,15346
NUNAWADING,2348.3,2011,11382
VERMONT,2313.3,2011,10261
VERMONT SOUTH,1970.6,2011,11891
BELGRAVE - SELBY,183,2011,10414
CHIRNSIDE PARK,440.2,2011,9422
HEALESVILLE - YARRA GLEN,36.4,2011,13175
KILSYTH,1093.6,2011,8773
LILYDALE - COLDSTREAM,174.8,2011,18517
MONBULK - SILVAN,83.8,2011,5732
MONTROSE,667.7,2011,6966
MOOROOLBARK,1774.2,2011,21321
MOUNT DANDENONG - OLINDA,120.7,2011,10060
MOUNT EVELYN,567.9,2011,9615
UPWEY - TECOMA,1108.5,2011,10067
WANDIN - SEVILLE,69.5,2011,7646
YARRA VALLEY,22.1,2011,16347
BEACONSFIELD - OFFICER,282.2,2011,8316
BUNYIP - GARFIELD,22.7,2011,8383
EMERALD - COCKATOO,49.1,2011,18012
KOO WEE RUP,18.1,2011,6695
PAKENHAM - NORTH,477.8,2011,12906
PAKENHAM - SOUTH,556.6,2011,21687
BERWICK - NORTH,1196.7,2011,23042
BERWICK - SOUTH,1673.7,2011,23681
DOVETON,2185.8,2011,10695
ENDEAVOUR HILLS,1307.4,2011,26650
HALLAM,1366.5,2011,10628
NARRE WARREN,1920,2011,26954
NARRE WARREN NORTH,223.7,2011,7216
CRANBOURNE,1664.9,2011,19169
CRANBOURNE EAST,441.2,2011,8344
CRANBOURNE NORTH,1862.4,2011,14826
CRANBOURNE SOUTH,109.5,2011,6880
CRANBOURNE WEST,967.1,2011,9000
HAMPTON PARK - LYNBROOK,1923.3,2011,24744
LYNBROOK - LYNDHURST,2113,2011,12107
NARRE WARREN SOUTH,2317.4,2011,29640
PEARCEDALE - TOORADIN,78.5,2011,7706
CLARINDA - OAKLEIGH SOUTH,1943.1,2011,12199
CLAYTON SOUTH,1622,2011,12254
DANDENONG,494.8,2011,27414
DANDENONG NORTH,2470.9,2011,22949
DINGLEY VILLAGE,1438,2011,10568
KEYSBOROUGH,810,2011,20848
NOBLE PARK,3678,2011,29804
NOBLE PARK NORTH,2091.4,2011,7753
SPRINGVALE,1973.6,2011,20712
SPRINGVALE SOUTH,2809.5,2011,12687
ASHWOOD - CHADSTONE,2747.7,2011,16979
CLAYTON,2223.1,2011,18698
GLEN WAVERLEY - EAST,2383.5,2011,21561
GLEN WAVERLEY - WEST,2644.6,2011,19303
MOUNT WAVERLEY - NORTH,2516.5,2011,15657
MOUNT WAVERLEY - SOUTH,2165.1,2011,17889
MULGRAVE,1837.1,2011,18517
OAKLEIGH - HUNTINGDALE,2203.7,2011,21232
WHEELERS HILL,1977.7,2011,20125
ARDEER - ALBION,1695,2011,7387
CAIRNLEA,2330.1,2011,9311
DEER PARK - DERRIMUT,1253.4,2011,23136
DELAHEY,2508.1,2011,8769
KEILOR DOWNS,1805.4,2011,14192
KINGS PARK (VIC.),3235.1,2011,14305
ST ALBANS - NORTH,3099.4,2011,19800
ST ALBANS - SOUTH,2757.3,2011,17092
SUNSHINE,2103,2011,9238
SUNSHINE NORTH,1464.4,2011,11108
SUNSHINE WEST,1452.4,2011,17512
SYDENHAM,3145.9,2011,12058
TAYLORS LAKES,1006,2011,18954
ALTONA,749,2011,12260
ALTONA MEADOWS,1847,2011,19565
ALTONA NORTH,898.4,2011,13558
NEWPORT,2062.8,2011,16798
SEABROOK,3236.6,2011,5219
WILLIAMSTOWN,2127.1,2011,15354
BRAYBROOK,2456.2,2011,16719
FOOTSCRAY,3299.1,2011,14025
MARIBYRNONG,2283.9,2011,10671
SEDDON - KINGSVILLE,5487.9,2011,8701
WEST FOOTSCRAY - TOTTENHAM,1948.5,2011,10713
YARRAVILLE,2726.5,2011,14325
BACCHUS MARSH,101.5,2011,17488
CAROLINE SPRINGS,2704.5,2011,26983
HILLSIDE,283.8,2011,16180
MELTON,152.8,2011,18247
MELTON SOUTH,202.6,2011,16031
MELTON WEST,704,2011,14514
ROCKBANK - MOUNT COTTRELL,24.4,2011,2772
TAYLORS HILL,3057.9,2011,16011
HOPPERS CROSSING - NORTH,1800.9,2011,19603
HOPPERS CROSSING - SOUTH,2757,2011,19327
LAVERTON,350,2011,5587
POINT COOK,1277.6,2011,33362
TARNEIT,546.5,2011,22534
TRUGANINA,741.8,2011,11544
WERRIBEE,241.7,2011,30834
WERRIBEE - SOUTH,104.8,2011,10862
WYNDHAM VALE,181.6,2011,17687
CARRUM DOWNS,1034.8,2011,19682
FRANKSTON,1975.1,2011,22301
FRANKSTON NORTH,1477.9,2011,19620
FRANKSTON SOUTH,1275.6,2011,18260
LANGWARRIN,628.3,2011,23163
SEAFORD (VIC.),1367.1,2011,16574
DROMANA,236.3,2011,9333
FLINDERS,18.9,2011,5578
HASTINGS - SOMERS,198.8,2011,20885
MORNINGTON,1155.6,2011,23224
MOUNT ELIZA,788.8,2011,17942
MOUNT MARTHA,633.7,2011,17581
POINT NEPEAN,246.2,2011,16670
ROSEBUD - MCCRAE,886.4,2011,20151
SOMERVILLE,153,2011,17907
ALFREDTON,191.5,2011,8452
BALLARAT,1002.2,2011,12365
BALLARAT - NORTH,257,2011,22424
BALLARAT - SOUTH,757.8,2011,23193
BUNINYONG,139.7,2011,6725
DELACOMBE,194.7,2011,5838
SMYTHES CREEK,38.6,2011,3819
WENDOUREE - MINERS REST,219.7,2011,14473
BACCHUS MARSH REGION,5.7,2011,5672
CRESWICK - CLUNES,8.7,2011,7503
DAYLESFORD,9.6,2011,8589
GORDON (VIC.),6.6,2011,5488
AVOCA,1.9,2011,3347
BEAUFORT,2.2,2011,3886
GOLDEN PLAINS - NORTH,4.5,2011,4102
MARYBOROUGH (VIC.),169.9,2011,7674
MARYBOROUGH REGION,3.1,2011,5106
BENDIGO,929,2011,14811
CALIFORNIA GULLY - EAGLEHAWK,341.7,2011,10262
EAST BENDIGO - KENNINGTON,799.9,2011,13902
FLORA HILL - SPRING GULLY,709.8,2011,9294
KANGAROO FLAT - GOLDEN SQUARE,482.8,2011,18744
MAIDEN GULLY,117.2,2011,4428
STRATHFIELDSAYE,147.2,2011,7095
WHITE HILLS - ASCOT,156.2,2011,8804
BENDIGO REGION - SOUTH,8.7,2011,6265
CASTLEMAINE,120.1,2011,9920
CASTLEMAINE REGION,5.5,2011,8281
HEATHCOTE,5.6,2011,4110
KYNETON,17,2011,8895
WOODEND,32.1,2011,6579
BENDIGO REGION - NORTH,3,2011,4192
LODDON,1.1,2011,7111
BANNOCKBURN,30.4,2011,4754
GOLDEN PLAINS - SOUTH,4.5,2011,6283
WINCHELSEA,6.2,2011,5788
BELMONT,1516.2,2011,13910
CORIO - NORLANE,330.1,2011,26469
GEELONG,1011.2,2011,12422
GEELONG WEST - HAMLYN HEIGHTS,615.7,2011,19247
GROVEDALE,399.4,2011,20136
HIGHTON,542.1,2011,19834
LARA,29.8,2011,15861
LEOPOLD,429.8,2011,10230
NEWCOMB - MOOLAP,344,2011,14962
NEWTOWN (VIC.),1793,2011,10030
NORTH GEELONG - BELL PARK,678.9,2011,14487
CLIFTON SPRINGS,197.7,2011,11866
LORNE - ANGLESEA,10.8,2011,5151
OCEAN GROVE - BARWON HEADS,134.5,2011,18842
PORTARLINGTON,99.5,2011,6647
QUEENSCLIFF,66.7,2011,4164
TORQUAY,144.3,2011,15497
ALEXANDRA,3,2011,6219
EUROA,2.9,2011,6002
KILMORE - BROADFORD,28.6,2011,12038
MANSFIELD (VIC.),2.2,2011,8202
NAGAMBIE,2.9,2011,3621
SEYMOUR,80,2011,6518
SEYMOUR REGION,2.6,2011,4254
UPPER YARRA VALLEY,0.3,2011,221
YEA,2.3,2011,3444
BENALLA,32.4,2011,10471
BENALLA REGION,1.6,2011,3415
RUTHERGLEN,7.8,2011,3739
WANGARATTA,315.3,2011,17980
WANGARATTA REGION,2.5,2011,9232
BEECHWORTH,11.8,2011,4289
BRIGHT - MOUNT BEAUTY,1.8,2011,7875
CHILTERN - INDIGO VALLEY,5.6,2011,2907
MYRTLEFORD,8.2,2011,4560
TOWONG,0.9,2011,5890
WEST WODONGA,98.4,2011,14749
WODONGA,84,2011,21276
YACKANDANDAH,6.3,2011,4433
DROUIN,47.1,2011,13323
MOUNT BAW BAW REGION,2.1,2011,6053
TRAFALGAR (VIC.),15,2011,7166
WARRAGUL,50.9,2011,16964
BAIRNSDALE,92.1,2011,13458
BRUTHEN - OMEO,1,2011,7380
LAKES ENTRANCE,46.6,2011,9642
ORBOST,0.6,2011,6800
PAYNESVILLE,14.6,2011,5654
FOSTER,5.4,2011,8266
FRENCH ISLAND,0.7,2011,113
KORUMBURRA,15,2011,8819
LEONGATHA,13.5,2011,10678
PHILLIP ISLAND,100.7,2011,9657
WILSONS PROMONTORY,0,2011,14
WONTHAGGI - INVERLOCH,29.9,2011,20396
CHURCHILL,14.9,2011,11568
MOE - NEWBOROUGH,154.4,2011,16955
MORWELL,163.5,2011,14302
TRARALGON,179.3,2011,26307
YALLOURN NORTH - GLENGARRY,13,2011,4477
ALPS - WEST,0,2011,29
LONGFORD - LOCH SPORT,2.4,2011,3902
MAFFRA,5.3,2011,13595
ROSEDALE,4.9,2011,4664
SALE,322.5,2011,14441
YARRAM,2.7,2011,5329
ARARAT,49.3,2011,8168
ARARAT REGION,0.7,2011,2958
HORSHAM,198,2011,16099
HORSHAM REGION,0.8,2011,3448
NHILL REGION,0.6,2011,7270
ST ARNAUD,1.1,2011,3611
STAWELL,3,2011,8453
WEST WIMMERA,0.5,2011,2902
YARRIAMBIACK,0.9,2011,7120
IRYMPLE,73.1,2011,6574
MERBEIN,44.5,2011,4670
MILDURA,432.9,2011,31288
MILDURA REGION,0.2,2011,3833
RED CLIFFS,22.2,2011,5457
BULOKE,0.7,2011,6468
GANNAWARRA,1.7,2011,6531
KERANG,25.8,2011,3916
ROBINVALE,18.8,2011,3609
SWAN HILL,85.4,2011,10610
SWAN HILL REGION,1.1,2011,6649
ECHUCA,79.8,2011,14367
KYABRAM,14.6,2011,10871
LOCKINGTON - GUNBOWER,2.2,2011,3814
ROCHESTER,10.9,2011,3876
RUSHWORTH,2.4,2011,4129
COBRAM,47.9,2011,6305
MOIRA,1.7,2011,2582
NUMURKAH,5.3,2011,12386
YARRAWONGA,81.3,2011,7133
MOOROOPNA,193.6,2011,7939
SHEPPARTON - NORTH,281.8,2011,17620
SHEPPARTON - SOUTH,161.5,2011,22012
SHEPPARTON REGION - EAST,3.7,2011,3973
SHEPPARTON REGION - WEST,9.6,2011,9995
GLENELG (VIC.),1.4,2011,8922
HAMILTON (VIC.),49.5,2011,10225
PORTLAND,167.9,2011,10894
SOUTHERN GRAMPIANS,0.9,2011,6437
CAMPERDOWN,34.2,2011,3477
COLAC,215.9,2011,11981
COLAC REGION,2.7,2011,5419
CORANGAMITE - NORTH,2,2011,5467
CORANGAMITE - SOUTH,3.9,2011,7534
MOYNE - EAST,2,2011,6779
MOYNE - WEST,4.6,2011,9024
OTWAY,2.1,2011,3420
WARRNAMBOOL - NORTH,334,2011,19879
WARRNAMBOOL - SOUTH,109.3,2011,13141
BRUNSWICK,5102.6,2012,24490
BRUNSWICK EAST,4981.9,2012,9132
BRUNSWICK WEST,4589.1,2012,14008
COBURG,3990.4,2012,26609
PASCOE VALE SOUTH,3419.6,2012,9958
ALPHINGTON - FAIRFIELD,3108.7,2012,8677
NORTHCOTE,4219.6,2012,24359
THORNBURY,3863.4,2012,18489
ASCOT VALE,3995.1,2012,14405
ESSENDON - ABERFELDIE,3275.2,2012,26020
FLEMINGTON,6322.1,2012,9654
MOONEE PONDS,3394.4,2012,14397
CARLTON,9783.1,2012,15377
DOCKLANDS,2955.1,2012,6447
EAST MELBOURNE,1865.7,2012,5273
FLEMINGTON RACECOURSE,50.3,2012,86
KENSINGTON,5124.4,2012,10456
MELBOURNE,14114.8,2012,23899
NORTH MELBOURNE,6121.2,2012,17145
PARKVILLE,1820.8,2012,6696
SOUTH YARRA - WEST,4603.7,2012,6447
SOUTHBANK,5923.7,2012,13576
ALBERT PARK,3516.6,2012,15167
ELWOOD,6456.4,2012,15904
PORT MELBOURNE,6098.6,2012,15995
PORT MELBOURNE INDUSTRIAL,2.2,2012,15
SOUTH MELBOURNE,5072.1,2012,11243
ST KILDA,6965.1,2012,25307
ST KILDA EAST,7209,2012,16778
ARMADALE,4475.2,2012,9363
PRAHRAN - WINDSOR,7210.3,2012,19531
SOUTH YARRA - EAST,7936.9,2012,16688
TOORAK,3261.3,2012,13816
ABBOTSFORD,4339.1,2012,5413
CARLTON NORTH - PRINCES HILL,3945.1,2012,8820
COLLINGWOOD,6657.3,2012,7124
FITZROY,8265.8,2012,10563
FITZROY NORTH,5189.9,2012,12351
RICHMOND (VIC.),5030.8,2012,28738
YARRA - NORTH,1771.6,2012,8761
ASHBURTON (VIC.),2925.9,2012,8070
BALWYN,3016.4,2012,16384
BALWYN NORTH,2408.6,2012,21017
CAMBERWELL,3020.5,2012,21087
GLEN IRIS - EAST,3007.1,2012,16829
HAWTHORN,4232.6,2012,22315
HAWTHORN EAST,4129.4,2012,14519
KEW,2468.1,2012,25065
KEW EAST,1642.3,2012,6536
SURREY HILLS (WEST) - CANTERBURY,2935.7,2012,16636
BULLEEN,1754,2012,11405
DONCASTER,2312.1,2012,19478
DONCASTER EAST,2632.9,2012,28536
TEMPLESTOWE,1071,2012,17346
TEMPLESTOWE LOWER,2402.4,2012,13817
BLACKBURN,2518.5,2012,20849
BLACKBURN SOUTH,3115,2012,10985
BOX HILL,2832,2012,18635
BOX HILL NORTH,2914.1,2012,17216
BURWOOD,2407.3,2012,11488
BURWOOD EAST,2515.7,2012,10640
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2012,10117
BEAUMARIS,2322.9,2012,13428
BRIGHTON (VIC.),2901.5,2012,22608
BRIGHTON EAST,3008.5,2012,16294
CHELTENHAM - HIGHETT (WEST),2136.8,2012,10732
HAMPTON,3245.3,2012,17880
SANDRINGHAM - BLACK ROCK,2640.2,2012,16050
BENTLEIGH - MCKINNON,3735.9,2012,22382
BENTLEIGH EAST,3173.9,2012,27456
CARNEGIE,4856.7,2012,17323
CAULFIELD - NORTH,3445.4,2012,20975
CAULFIELD - SOUTH,3850.3,2012,17461
ELSTERNWICK,4127.9,2012,11339
HUGHESDALE,3908.6,2012,7523
MURRUMBEENA,3809.9,2012,9124
ORMOND - GLEN HUNTLY,4644.7,2012,13182
ASPENDALE GARDENS - WATERWAYS,1776.5,2012,9236
BRAESIDE,2.2,2012,20
CARRUM - PATTERSON LAKES,2007.7,2012,11605
CHELSEA - BONBEACH,2621,2012,13636
CHELSEA HEIGHTS,1703,2012,5352
CHELTENHAM - HIGHETT (EAST),2594.2,2012,21437
EDITHVALE - ASPENDALE,2567.6,2012,12633
MENTONE,2971.5,2012,12548
MOORABBIN - HEATHERTON,764,2012,8461
MORDIALLOC - PARKDALE,2532.4,2012,19749
MALVERN - GLEN IRIS,3458.1,2012,20581
MALVERN EAST,2890,2012,21208
BUNDOORA - EAST,2423.5,2012,9920
GREENSBOROUGH,2094.9,2012,20940
HEIDELBERG - ROSANNA,2371.3,2012,14501
HEIDELBERG WEST,2256.4,2012,14207
IVANHOE,2388.8,2012,11731
IVANHOE EAST - EAGLEMONT,1925.3,2012,8126
MONTMORENCY - BRIAR HILL,1365.3,2012,16115
VIEWBANK - YALLAMBIE,1844.3,2012,18752
WATSONIA,2480.7,2012,9308
KINGSBURY,1271.6,2012,11028
PRESTON,2946.1,2012,31697
RESERVOIR - EAST,3034.9,2012,26253
RESERVOIR - WEST,2430.2,2012,24138
ELTHAM,1201.3,2012,23603
HURSTBRIDGE,239.5,2012,3626
KINGLAKE,12.3,2012,3746
PANTON HILL - ST ANDREWS,17.9,2012,5216
PLENTY - YARRAMBAT,329.4,2012,9514
RESEARCH - NORTH WARRANDYTE,137,2012,6859
WATTLE GLEN - DIAMOND CREEK,521.7,2012,13933
BUNDOORA - NORTH,1454.9,2012,5870
BUNDOORA - WEST,2534.8,2012,6505
EPPING,459,2012,30402
LALOR,1921.7,2012,21291
MILL PARK - NORTH,2282.9,2012,18774
MILL PARK - SOUTH,2468,2012,12629
SOUTH MORANG,992.9,2012,45284
THOMASTOWN,1460.1,2012,21396
WALLAN,29.9,2012,12965
WHITTLESEA,28.2,2012,7804
AIRPORT WEST,2115.4,2012,7342
KEILOR,495.3,2012,8578
KEILOR EAST,2485.6,2012,25669
NIDDRIE - ESSENDON WEST,2518.7,2012,6593
STRATHMORE,2371,2012,9430
GISBORNE,59.6,2012,11717
MACEDON,45.4,2012,3324
RIDDELLS CREEK,48,2012,3900
ROMSEY,14.7,2012,8941
COBURG NORTH,1542.6,2012,6905
FAWKNER,2807.3,2012,13341
GLENROY - HADFIELD,2326.4,2012,29466
PASCOE VALE,3352.1,2012,21969
SUNBURY,102,2012,13080
SUNBURY - SOUTH,197.5,2012,25135
BROADMEADOWS,1505.7,2012,12416
CAMPBELLFIELD - COOLAROO,937.7,2012,16733
CRAIGIEBURN - MICKLEHAM,455.4,2012,38276
GLADSTONE PARK - WESTMEADOWS,1278.3,2012,17759
GREENVALE - BULLA,148.7,2012,12834
MEADOW HEIGHTS,3403.2,2012,15689
MELBOURNE AIRPORT,5.2,2012,158
ROXBURGH PARK - SOMERTON,1895.4,2012,21279
TULLAMARINE,1752.3,2012,6561
BAYSWATER,1517.1,2012,11757
BORONIA - THE BASIN,1562.1,2012,25877
FERNTREE GULLY,1784.9,2012,28995
KNOXFIELD - SCORESBY,924.4,2012,13597
LYSTERFIELD,372.6,2012,6854
ROWVILLE - CENTRAL,1862.4,2012,15782
ROWVILLE - NORTH,1943.9,2012,8319
ROWVILLE - SOUTH,1194.4,2012,11186
WANTIRNA,1696.9,2012,14224
WANTIRNA SOUTH,1392,2012,18044
DONVALE - PARK ORCHARDS,781.4,2012,16112
WARRANDYTE - WONGA PARK,226.6,2012,10440
BAYSWATER NORTH,1212.9,2012,11839
CROYDON,1851.7,2012,30891
CROYDON HILLS - WARRANWOOD,2011.7,2012,18670
RINGWOOD,1744.4,2012,16776
RINGWOOD EAST,2212.4,2012,19869
RINGWOOD NORTH,2071.7,2012,9688
FOREST HILL,2666,2012,10479
MITCHAM (VIC.),2505.8,2012,15778
NUNAWADING,2348.3,2012,11532
VERMONT,2313.3,2012,10352
VERMONT SOUTH,1970.6,2012,11967
BELGRAVE - SELBY,183,2012,10401
CHIRNSIDE PARK,440.2,2012,9421
HEALESVILLE - YARRA GLEN,36.4,2012,13220
KILSYTH,1093.6,2012,8949
LILYDALE - COLDSTREAM,174.8,2012,18624
MONBULK - SILVAN,83.8,2012,5764
MONTROSE,667.7,2012,6991
MOOROOLBARK,1774.2,2012,21393
MOUNT DANDENONG - OLINDA,120.7,2012,10047
MOUNT EVELYN,567.9,2012,9616
UPWEY - TECOMA,1108.5,2012,9988
WANDIN - SEVILLE,69.5,2012,7638
YARRA VALLEY,22.1,2012,16347
BEACONSFIELD - OFFICER,282.2,2012,8988
BUNYIP - GARFIELD,22.7,2012,8457
EMERALD - COCKATOO,49.1,2012,18088
KOO WEE RUP,18.1,2012,6908
PAKENHAM - NORTH,477.8,2012,14209
PAKENHAM - SOUTH,556.6,2012,23696
BERWICK - NORTH,1196.7,2012,23187
BERWICK - SOUTH,1673.7,2012,24051
DOVETON,2185.8,2012,10850
ENDEAVOUR HILLS,1307.4,2012,26627
HALLAM,1366.5,2012,10790
NARRE WARREN,1920,2012,27004
NARRE WARREN NORTH,223.7,2012,7325
CRANBOURNE,1664.9,2012,19736
CRANBOURNE EAST,441.2,2012,9787
CRANBOURNE NORTH,1862.4,2012,15801
CRANBOURNE SOUTH,109.5,2012,7419
CRANBOURNE WEST,967.1,2012,9629
HAMPTON PARK - LYNBROOK,1923.3,2012,24795
LYNBROOK - LYNDHURST,2113,2012,13030
NARRE WARREN SOUTH,2317.4,2012,29920
PEARCEDALE - TOORADIN,78.5,2012,7689
CLARINDA - OAKLEIGH SOUTH,1943.1,2012,12219
CLAYTON SOUTH,1622,2012,12529
DANDENONG,494.8,2012,28213
DANDENONG NORTH,2470.9,2012,23088
DINGLEY VILLAGE,1438,2012,10589
KEYSBOROUGH,810,2012,21504
NOBLE PARK,3678,2012,30123
NOBLE PARK NORTH,2091.4,2012,7763
SPRINGVALE,1973.6,2012,20838
SPRINGVALE SOUTH,2809.5,2012,12783
ASHWOOD - CHADSTONE,2747.7,2012,17426
CLAYTON,2223.1,2012,19274
GLEN WAVERLEY - EAST,2383.5,2012,21685
GLEN WAVERLEY - WEST,2644.6,2012,19533
MOUNT WAVERLEY - NORTH,2516.5,2012,15792
MOUNT WAVERLEY - SOUTH,2165.1,2012,18129
MULGRAVE,1837.1,2012,18869
OAKLEIGH - HUNTINGDALE,2203.7,2012,21546
WHEELERS HILL,1977.7,2012,20154
ARDEER - ALBION,1695,2012,7482
CAIRNLEA,2330.1,2012,9608
DEER PARK - DERRIMUT,1253.4,2012,24275
DELAHEY,2508.1,2012,8755
KEILOR DOWNS,1805.4,2012,14059
KINGS PARK (VIC.),3235.1,2012,14243
ST ALBANS - NORTH,3099.4,2012,19842
ST ALBANS - SOUTH,2757.3,2012,17061
SUNSHINE,2103,2012,9361
SUNSHINE NORTH,1464.4,2012,11275
SUNSHINE WEST,1452.4,2012,17845
SYDENHAM,3145.9,2012,12162
TAYLORS LAKES,1006,2012,18792
ALTONA,749,2012,12430
ALTONA MEADOWS,1847,2012,19443
ALTONA NORTH,898.4,2012,13793
NEWPORT,2062.8,2012,17128
SEABROOK,3236.6,2012,5206
WILLIAMSTOWN,2127.1,2012,15419
BRAYBROOK,2456.2,2012,17055
FOOTSCRAY,3299.1,2012,14331
MARIBYRNONG,2283.9,2012,11168
SEDDON - KINGSVILLE,5487.9,2012,8824
WEST FOOTSCRAY - TOTTENHAM,1948.5,2012,10925
YARRAVILLE,2726.5,2012,14563
BACCHUS MARSH,101.5,2012,18055
CAROLINE SPRINGS,2704.5,2012,28349
HILLSIDE,283.8,2012,16347
MELTON,152.8,2012,18832
MELTON SOUTH,202.6,2012,17742
MELTON WEST,704,2012,15251
ROCKBANK - MOUNT COTTRELL,24.4,2012,2777
TAYLORS HILL,3057.9,2012,16693
HOPPERS CROSSING - NORTH,1800.9,2012,19621
HOPPERS CROSSING - SOUTH,2757,2012,19321
LAVERTON,350,2012,6138
POINT COOK,1277.6,2012,37240
TARNEIT,546.5,2012,25875
TRUGANINA,741.8,2012,13481
